Nr,Name,Versform,Verstyp,Hebungsschema,Kadenzen,Versschema,Versschema_HTML,Reimschema,Herkunft,Rang,Strophentyp,VT00001600,VT16001700,VT17001770,VT17701830,VT18301900,VT19001980,R00001600,R16001700,R17001770,R17701830,R18301900,R19001980
4.122,,jambischer Septenar,jambisch,[7 7 7 7],m m m m,- + - + - + - + | - + - + - + || - + - + - + - + | - + - + - + || - + - + - + - + | - + - + - + || - + - + - + - + | - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + | - + - + - +<br>- + - + - + - + | - + - + - +<br>- + - + - + - + | - + - + - +<br>- + - + - + - + | - + - + - +</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),110,04 Vierzeiler,,,,,,,,,,,,
4.123,,,trochäisch,[8 8 8 8],m m m m,+ - + - + - + - | + - + - + - + || + - + - + - + - | + - + - + - + || + - + - + - + - | + - + - + - + || + - + - + - + - | + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - | + - + - + - +<br>+ - + - + - + - | + - + - + - +<br>+ - + - + - + - | + - + - + - +<br>+ - + - + - + - | + - + - + - +</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),103,04 Vierzeiler,,,,,,,,,,,,
4.124,,trochäischer Oktonar/Tetrameter,trochäisch,[8 8 8 8],w w m m,+ - + - + - + - | + - + - + - + - || + - + - + - + - | + - + - + - + - || + - + - + - + - | + - + - + - + || + - + - + - + - | + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - | + - + - + - + -<br>+ - + - + - + - | + - + - + - + -<br>+ - + - + - + - | + - + - + - +<br>+ - + - + - + - | + - + - + - +</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),116,04 Vierzeiler,,,,,,,,,,,,
4.125,,trochäischer Oktonar/Tetrameter,trochäisch,[8 8 8 8],w w w w,+ - + - + - + - | + - + - + - + - || + - + - + - + - | + - + - + - + - || + - + - + - + - | + - + - + - + - || + - + - + - + - | + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - | + - + - + - + -<br>+ - + - + - + - | + - + - + - + -<br>+ - + - + - + - | + - + - + - + -<br>+ - + - + - + - | + - + - + - + -</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),115,04 Vierzeiler,,,,,,,,,,,,
4.126,,jambischer Oktonar/Tetrameter,jambisch,[8 8 8 8],m m m m,- + - + - + - + | - + - + - + - + || - + - + - + - + | - + - + - + - + || - + - + - + - + | - + - + - + - + || - + - + - + - + | - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + | - + - + - + - +<br>- + - + - + - + | - + - + - + - +<br>- + - + - + - + | - + - + - + - +<br>- + - + - + - + | - + - + - + - +</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),109,04 Vierzeiler,,,,,,,,,,,,
5.1,,,heterometrisch,[2 2 3 4 3],m m w m w,- + - + || - + - + || - + - + - + - || + - + - + - + || + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - +<br>- + - +<br>- + - + - + -<br>&nbsp;&nbsp;+ - + - + - +<br>&nbsp;&nbsp;+ - + - + -</p>",a a b x b,jüngere Prägung (keine spezifische Herkunft),112,05 Fünfzeiler,,,,,,,,,,,,
5.2,,,jambisch,[3 3 3 3 3],w m w w m,- + - + - + - + - || - + - + - + || - + - + - + - + - || - + - + - + - + - || - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - +<br>- + - + - + - + -<br>- + - + - + - + -<br>- + - + - +</p>",a b a a b / x a b b a,(altdeutsches) Kirchen-/Volkslied,56,05 Fünfzeiler,2,0,0,3,6,3,,,,,,
5.3,,,jambisch,[4 3 4 4 3],m m m m m,- + - + - + - + || - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - +</p>",a b a a b / x a b b a,jüngere Prägung (keine spezifische Herkunft),63,05 Fünfzeiler,0,0,0,5,4,3,,,,,,
5.4,,,jambisch,[4 3 4 4 3],m w m m w,- + - + - + - + || - + - + - + - || - + - + - + - + || - + - + - + - + || - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + -<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + -</p>",a b a a b / x a b b a,(altdeutsches) Kirchen-/Volkslied,52,05 Fünfzeiler,1,1,1,5,5,4,,,,,,
5.5,,,daktylisch mit Auftakt,[4 3 4 4 3],m w m m w,- + - - + - - + - - + || - + - - + - - + - || - + - - + - - + - - + || - + - - + - - + - - + || - + - - + - - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - - + - - + - - +<br>- + - - + - - + -<br>- + - - + - - + - - +<br>- + - - + - - + - - +<br>- + - - + - - + -</p>",a b a a b / x a b b a,jüngere Prägung (keine spezifische Herkunft),109,05 Fünfzeiler,,,,,,,,,,,,
5.6,Lindenschmidtstrophe,,jambisch,[4 4 3 4 3],m m w m w,- + - + - + - + || - + - + - + - + || - + - + - + - || - + - + - + - + || - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + -<br>- + - + - + - +<br>- + - + - + -</p>",a a b a b / a a b x b,(altdeutsches) Kirchen-/Volkslied,22,05 Fünfzeiler,63,7,1,3,0,0,4,,,,,
5.7,,,jambisch,[4 4 4 4 3],m m m m w,- + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + -</p>",a a b b x,(altdeutsches) Kirchen-/Volkslied,98,05 Fünfzeiler,0,0,4,5,3,5,,,,,,
5.8,,,trochäisch,[4 4 4 4 4],w m w w m,+ - + - + - + - || + - + - + - + || + - + - + - + - || + - + - + - + - || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - +</p>",a b a a b / x a b b a,jüngere Prägung (keine spezifische Herkunft),55,05 Fünfzeiler,,,,,,,,,,,,
5.9,,,trochäisch,[4 4 4 4 4],w w w w w,+ - + - + - + - || + - + - + - + - || + - + - + - + - || + - + - + - + - || + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -</p>",a b a a b,jüngere Prägung (keine spezifische Herkunft),112,05 Fünfzeiler,,,,,,,,,,,,
5.10,,,jambisch,[4 4 4 4 4],m m m m m,- + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",a a b b b / a a b b x,(altdeutsches) Kirchen-/Volkslied,112,05 Fünfzeiler,,,,,,,,,,,,
5.11,,,jambisch,[4 4 4 4 4],m m m m m,- + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",a b a b b,jüngere Prägung (keine spezifische Herkunft),118,05 Fünfzeiler,,,,,,,,,,,,
5.12,,,jambisch,[4 4 4 4 4],w m w w m,- + - + - + - + - || - + - + - + - + || - + - + - + - + - || - + - + - + - + - || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - + -<br>- + - + - + - +</p>",a b a a b / x a b b a,jüngere Prägung (keine spezifische Herkunft),97,05 Fünfzeiler,,,,,,,,,,,,
5.13,,,daktylisch,[5 5 2 3 3],w w m m w,+ - - + - - + - - + - || + - - + - - + - - + - || + - - + || + - - + - - + || + - - + - - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - - + - - + - - + -<br>+ - - + - - + - - + -<br>+ - - +<br>+ - - + - - +<br>+ - - + - - + -</p>",a a b b a,jüngere Prägung (keine spezifische Herkunft),114,05 Fünfzeiler,,,,,,,,,,,,
5.14,,,trochäisch,[5 5 5 5 5],w m w w m,+ - + - + - + - + - || + - + - + - + - + || + - + - + - + - + - || + - + - + - + - + - || + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - + -<br>+ - + - + - + - +<br>+ - + - + - + - + -<br>+ - + - + - + - + -<br>+ - + - + - + - +</p>",a b a a b / x a b b a,jüngere Prägung (keine spezifische Herkunft),98,05 Fünfzeiler,,,,,,,,,,,,
5.15,,,jambisch,[5 5 5 5 5],m m m m m,- + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - +</p>",a b a a b,jüngere Prägung (keine spezifische Herkunft),118,05 Fünfzeiler,,,,,,,,,,,,
5.16,,,jambisch,[5 5 5 5 5],w m w w m,- + - + - + - + - + - || - + - + - + - + - + || - + - + - + - + - + - || - + - + - + - + - + - || - + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - + - +<br>- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + - + - + - +</p>",a b a a b,jüngere Prägung (keine spezifische Herkunft),85,05 Fünfzeiler,0,0,0,1,1,5,,,,,,
6.1,(Schweifreimstrophe),,daktylisch mit Auftakt,[2 2 2 2 2 2],w w m w w m,- + - - + - || - + - - + - || - + - - + || - + - - + - || - + - - + - || - + - - +,"<p style=""font-family:'Lucida Console', monospace"">- + - - + -<br>- + - - + -<br>- + - - +<br>- + - - + -<br>- + - - + -<br>- + - - +</p>",a a b c c b,jüngere Prägung (keine spezifische Herkunft),108,06 Sechszeiler,,,,,,,,,,,,
6.2,(Schweifreimstrophe),,jambisch,[2 2 3 2 2 3],m m w m m w,- + - + || - + - + || - + - + - + - || - + - + || - + - + || - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - +<br>- + - +<br>- + - + - + -<br>- + - +<br>- + - +<br>- + - + - + -</p>",a a b c c b,(altdeutsches) Kirchen-/Volkslied,75,06 Sechszeiler,1,10,1,1,1,1,,,,,,
6.3,(Schweifreimstrophe),,trochäisch,[3 3 3 3 3 3],w w m w w m,+ - + - + - || + - + - + - || + - + - + || + - + - + - || + - + - + - || + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + -<br>+ - + - + -<br>+ - + - +<br>+ - + - + -<br>+ - + - + -<br>+ - + - +</p>",a a b c c b,jüngere Prägung (keine spezifische Herkunft),108,06 Sechszeiler,,,,,,,,,,,,
6.4,(Schweifreimstrophe),,jambisch,[3 3 3 3 3 3],m m w m m w,- + - + - + || - + - + - + || - + - + - + - || - + - + - + || - + - + - + || - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - +<br>- + - + - +<br>- + - + - + -<br>- + - + - +<br>- + - + - +<br>- + - + - + -</p>",a a b c c b,(altdeutsches) Kirchen-/Volkslied,110,06 Sechszeiler,,,,,,,,,,,,
6.5,,,jambisch,[3 3 3 3 3 3],m m w w w w,- + - + - + || - + - + - + || - + - + - + - || - + - + - + - || - + - + - + - || - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - +<br>- + - + - +<br>- + - + - + -<br>- + - + - + -<br>- + - + - + -<br>- + - + - + -</p>",a a b b c c,jüngere Prägung (keine spezifische Herkunft),82,06 Sechszeiler,1,11,5,0,0,0,,,,,,
6.6,,,jambisch,[3 3 3 3 3 3],w m w m w w,- + - + - + - || - + - + - + || - + - + - + - || - + - + - + || - + - + - + - || - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + -<br>- + - + - +<br>- + - + - + -<br>- + - + - +<br>- + - + - + -<br>- + - + - + -</p>",a b a b c c,jüngere Prägung (keine spezifische Herkunft),106,06 Sechszeiler,,,,,,,,,,,,
6.7,(Schweifreimstrophe),,jambisch,[3 3 3 3 3 3],w w m w w m,- + - + - + - || - + - + - + - || - + - + - + || - + - + - + - || - + - + - + - || - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + -<br>- + - + - + -<br>- + - + - +<br>- + - + - + -<br>- + - + - + -<br>- + - + - +</p>",a a b c c b,(altdeutsches) Kirchen-/Volkslied,41,06 Sechszeiler,3,12,1,6,2,2,,22,,,,
6.8,(Schweifreimstrophe),,daktylisch mit Auftakt,[3 3 3 3 3 3],w w m w w m,- + - - + - - + - || - + - - + - - + - || - + - - + - - + || - + - - + - - + - || - + - - + - - + - || - + - - + - - +,"<p style=""font-family:'Lucida Console', monospace"">- + - - + - - + -<br>- + - - + - - + -<br>- + - - + - - +<br>- + - - + - - + -<br>- + - - + - - + -<br>- + - - + - - +</p>",a a b c c b,jüngere Prägung (keine spezifische Herkunft),111,06 Sechszeiler,,,,,,,,,,,,
6.9,(Schweifreimstrophe),,jambisch,[3 3 3 3 3 4],w w m w w m,- + - + - + - || - + - + - + - || - + - + - + || - + - + - + - || - + - + - + - || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + -<br>- + - + - + -<br>- + - + - +<br>- + - + - + -<br>- + - + - + -<br>- + - + - + - +</p>",a a b c c b,(altdeutsches) Kirchen-/Volkslied,60,06 Sechszeiler,2,6,20,2,1,1,,,15,,,
6.10,,,jambisch,[3 3 3 3 4 4],w m w m m m,- + - + - + - || - + - + - + || - + - + - + - || - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + -<br>- + - + - +<br>- + - + - + -<br>- + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",a b a b c c,(altdeutsches) Kirchen-/Volkslied,111,06 Sechszeiler,,,,,,,,,,,,
6.11,(Schweifreimstrophe),,jambisch,[3 3 4 3 3 4],w w m w w m,- + - + - + - || - + - + - + - || - + - + - + - + || - + - + - + - || - + - + - + - || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + -<br>- + - + - + -<br>- + - + - + - +<br>- + - + - + -<br>- + - + - + -<br>- + - + - + - +</p>",a a b c c b,(altdeutsches) Kirchen-/Volkslied,110,06 Sechszeiler,,,,,,,,,,,,
6.12,(Schweifreimstrophe),,trochäisch,[4 2 4 4 2 4],w w m w w m,+ - + - + - + - || + - + - || + - + - + - + || + - + - + - + - || + - + - || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + -<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + -<br>+ - + - + - +</p>",a a b c c b,französisch,109,06 Sechszeiler,,,,,,,,,,,,
6.13,,,trochäisch,[4 3 4 3 4 4],m w m w m m,+ - + - + - + || + - + - + - || + - + - + - + || + - + - + - || + - + - + - + || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - +<br>+ - + - + -<br>+ - + - + - +<br>+ - + - + -<br>+ - + - + - +<br>+ - + - + - +</p>",a b a b c c,jüngere Prägung (keine spezifische Herkunft),115,06 Sechszeiler,,,,,,,,,,,,
6.14,,,jambisch,[4 3 4 3 4 4],m m m m m m,- + - + - + - + || - + - + - + || - + - + - + - + || - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - +<br>- + - + - + - +<br>- + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",a b a b c c,englisch,95,06 Sechszeiler,0,2,1,4,1,0,,,,,,
6.15,,,jambisch,[4 3 4 3 4 4],m w m w m m,- + - + - + - + || - + - + - + - || - + - + - + - + || - + - + - + - || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + -<br>- + - + - + - +<br>- + - + - + -<br>- + - + - + - +<br>- + - + - + - +</p>",a b a b c c,jüngere Prägung (keine spezifische Herkunft),39,06 Sechszeiler,0,7,8,10,4,1,,,,21,,
6.16,(Schweifreimstrophe),,jambisch,[4 4 3 2 2 3],m m w m m w,- + - + - + - + || - + - + - + - + || - + - + - + - || - + - + || - + - + || - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + -<br>- + - +<br>- + - +<br>- + - + - + -</p>",a a b c c b,(altdeutsches) Kirchen-/Volkslied,86,06 Sechszeiler,3,8,1,1,0,0,,,,,,
6.17,(Schweifreimstrophe),,trochäisch,[4 4 3 4 4 3],m m w m m w,+ - + - + - + || + - + - + - + || + - + - + - || + - + - + - + || + - + - + - + || + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - +<br>+ - + - + - +<br>+ - + - + -<br>+ - + - + - +<br>+ - + - + - +<br>+ - + - + -</p>",a a b c c b,lateinische Hymnendichtung,97,06 Sechszeiler,,,,,,,,,,,,
6.18,(Schweifreimstrophe),,jambisch,[4 4 3 4 4 3],m m m m m m,- + - + - + - + || - + - + - + - + || - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - +</p>",a a b c c b,jüngere Prägung (keine spezifische Herkunft),86,06 Sechszeiler,0,0,4,3,1,3,,,,,,
6.19,(Schweifreimstrophe),,jambisch,[4 4 3 4 4 3],m m w m m w,- + - + - + - + || - + - + - + - + || - + - + - + - || - + - + - + - + || - + - + - + - + || - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + -<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + -</p>",a a b c c b,(altdeutsches) Kirchen-/Volkslied,12,06 Sechszeiler,39,22,6,15,6,8,5,8,,15,25,
6.20,(Schweifreimstrophe),,daktylisch mit Auftakt,[4 4 3 4 4 3],m m w m m w,- + - - + - - + - - + || - + - - + - - + - - + || - + - - + - - + - || - + - - + - - + - - + || - + - - + - - + - - + || - + - - + - - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - - + - - + - - +<br>- + - - + - - + - - +<br>- + - - + - - + -<br>- + - - + - - + - - +<br>- + - - + - - + - - +<br>- + - - + - - + -</p>",a a b c c b,(altdeutsches) Kirchen-/Volkslied,110,06 Sechszeiler,,,,,,,,,,,,
6.21,,,trochäisch,[4 4 4 4 4 4],m m m m m m,+ - + - + - + || + - + - + - + || + - + - + - + || + - + - + - + || + - + - + - + || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - +<br>+ - + - + - +<br>+ - + - + - +<br>+ - + - + - +<br>+ - + - + - +<br>+ - + - + - +</p>",a a b b c c,(altdeutsches) Kirchen-/Volkslied,105,06 Sechszeiler,,,,,,,,,,,,
6.22,,,trochäisch,[4 4 4 4 4 4],m m w w m m,+ - + - + - + || + - + - + - + || + - + - + - + - || + - + - + - + - || + - + - + - + || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - +<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - +</p>",a a b b c c,jüngere Prägung (keine spezifische Herkunft),89,06 Sechszeiler,0,3,6,3,1,0,,,,,,
6.23,,,trochäisch,[4 4 4 4 4 4],m w m w m m,+ - + - + - + || + - + - + - + - || + - + - + - + || + - + - + - + - || + - + - + - + || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - +</p>",a b a b c c,jüngere Prägung (keine spezifische Herkunft),46,06 Sechszeiler,0,15,30,2,0,0,,,7,,,
6.24,,,trochäisch,[4 4 4 4 4 4],m w w m w w,+ - + - + - + || + - + - + - + - || + - + - + - + - || + - + - + - + || + - + - + - + - || + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - + -</p>",a b b a c c,jüngere Prägung (keine spezifische Herkunft),106,06 Sechszeiler,0,5,1,0,0,0,,16,,,,
6.25,'Coridonton',,trochäisch,[4 4 4 4 4 4],w m m w m m,+ - + - + - + - || + - + - + - + || + - + - + - + || + - + - + - + - || + - + - + - + || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - +</p>",a b b a c c,niederländisch,59,06 Sechszeiler,0,20,3,0,0,0,,11,,,,
6.26,,,trochäisch,[4 4 4 4 4 4],w m m w w w,+ - + - + - + - || + - + - + - + || + - + - + - + || + - + - + - + - || + - + - + - + - || + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -</p>",a b b a c c,jüngere Prägung (keine spezifische Herkunft),109,06 Sechszeiler,0,4,0,0,0,0,,,,,,
6.27,,,trochäisch,[4 4 4 4 4 4],w m w m m m,+ - + - + - + - || + - + - + - + || + - + - + - + - || + - + - + - + || + - + - + - + || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - +<br>+ - + - + - +</p>",a b a b c c,französisch,33,06 Sechszeiler,0,24,17,4,2,0,,7,17,,,
6.28,,,trochäisch,[4 4 4 4 4 4],w m w m w m,+ - + - + - + - || + - + - + - + || + - + - + - + - || + - + - + - + || + - + - + - + - || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - +</p>",a b a b a b,lateinische Hymnendichtung,95,06 Sechszeiler,5,0,2,1,1,1,24,,,,,
6.29,,,trochäisch,[4 4 4 4 4 4],w m w m w w,+ - + - + - + - || + - + - + - + || + - + - + - + - || + - + - + - + || + - + - + - + - || + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - + -</p>",a b a b c c,lateinische Hymnendichtung,28,06 Sechszeiler,1,33,10,4,1,0,,5,,,,
6.30,Stabat-mater-Strophe (Schweifreimstrophe),,trochäisch,[4 4 4 4 4 4],w w m w w m,+ - + - + - + - || + - + - + - + - || + - + - + - + || + - + - + - + - || + - + - + - + - || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - +<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - +</p>",a a b c c b,lateinische Hymnendichtung,23,06 Sechszeiler,8,16,13,15,6,3,20,14,24,17,,
6.31,(Schweifreimstrophe),,daktylisch,[4 4 4 4 4 4],w w m w w m,+ - - + - - + - - + - || + - - + - - + - - + - || + - - + - - + - - + || + - - + - - + - - + - || + - - + - - + - - + - || + - - + - - + - - +,"<p style=""font-family:'Lucida Console', monospace"">+ - - + - - + - - + -<br>+ - - + - - + - - + -<br>+ - - + - - + - - +<br>+ - - + - - + - - + -<br>+ - - + - - + - - + -<br>+ - - + - - + - - +</p>",a a b c c b,jüngere Prägung (keine spezifische Herkunft),116,06 Sechszeiler,,,,,,,,,,,,
6.32,,,trochäisch,[4 4 4 4 4 4],w w w w w w,+ - + - + - + - || + - + - + - + - || + - + - + - + - || + - + - + - + - || + - + - + - + - || + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -</p>",a a b b c c,jüngere Prägung (keine spezifische Herkunft),115,06 Sechszeiler,,,,,,,,,,,,
6.33,,,jambisch,[4 4 4 4 4 4],m m m m m m,- + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",a a b b c c,(altdeutsches) Kirchen-/Volkslied,27,06 Sechszeiler,35,11,1,2,3,1,6,,,,,
6.34,(Schweifreimstrophe),,jambisch,[4 4 4 4 4 4],m m w m m w,- + - + - + - + || - + - + - + - + || - + - + - + - + - || - + - + - + - + || - + - + - + - + || - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - + -</p>",a a b c c b,französisch,67,06 Sechszeiler,1,9,15,0,1,1,,,19,,,
6.35,,,jambisch,[4 4 4 4 4 4],m m w w m m,- + - + - + - + || - + - + - + - + || - + - + - + - + - || - + - + - + - + - || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - +</p>",a a b b c c,jüngere Prägung (keine spezifische Herkunft),106,06 Sechszeiler,0,1,4,1,1,0,,,,,,
6.36,,,jambisch,[4 4 4 4 4 4],m w m w m m,- + - + - + - + || - + - + - + - + - || - + - + - + - + || - + - + - + - + - || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - +</p>",a b a b c c,jüngere Prägung (keine spezifische Herkunft),91,06 Sechszeiler,0,3,13,1,0,1,,,25,,,
6.37,,,jambisch,[4 4 4 4 4 4],w m m w m m,- + - + - + - + - || - + - + - + - + || - + - + - + - + || - + - + - + - + - || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - +</p>",a b b a c c,jüngere Prägung (keine spezifische Herkunft),95,06 Sechszeiler,0,7,3,0,0,0,,,,,,
6.38,,,jambisch,[4 4 4 4 4 4],w m w m m m,- + - + - + - + - || - + - + - + - + || - + - + - + - + - || - + - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",a b a b c c,jüngere Prägung (keine spezifische Herkunft),30,06 Sechszeiler,0,15,43,6,1,1,,15,3,,,
6.39,,,jambisch,[4 4 4 4 4 4],w m w m w w,- + - + - + - + - || - + - + - + - + || - + - + - + - + - || - + - + - + - + || - + - + - + - + - || - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - + -</p>",a b a b c c,jüngere Prägung (keine spezifische Herkunft),53,06 Sechszeiler,0,12,22,1,1,1,,23,11,,,
